Gender,Age,Education,Employment,Context,Sentence,sentiment_score
Female,48,No High School Degree,Employed,moderate stability,"A 48-year-old Female, No High School Degree achieved and Employed, lives in steady rhythms.",0.005309245083481073
Female,52,No High School Degree,Employed,moderate stability,"This 52-year-old Female, with No High School Degree and Employed, enjoys days that flow with ease and care.",0.00268259784206748
Male,58,High School Degree,Employed,precarious life,"This Male of 58 years, armed with High School Degree and currently Employed, faces each day as a delicate balancing act.",0.9923967719078064
Male,40,High School Degree,Employed,precarious life,"A 40-year-old Male with High School Degree, now Employed, teeters on a fragile edge.",0.7674843668937683
Female,56,High School Degree,Unemployed,precarious life,"A 56-year-old Female with High School Degree, now Unemployed, walks a tightrope over uncertainty.",0.04869654029607773
Male,60,High School Degree,Employed,moderate stability,"A 60-year-old Male, High School Degree achieved and Employed, finds comfort in predictable patterns.",0.9948452711105347
Male,51,No High School Degree,Employed,stable and supportive life,"A 51-year-old Male with No High School Degree, Employed, lives surrounded by stability and care.",0.004267506767064333
Female,38,High School Degree,Unemployed,stable and supportive life,"A 38-year-old Female with High School Degree, Unemployed, flourishes in a supportive environment.",0.03691723570227623
Male,48,No High School Degree,Employed,stable and supportive life,"A 48-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.004089431371539831
Female,54,Degree,Unemployed,unstable life,"A 54-year-old Female with Degree education and currently Unemployed, navigates tumultuous waters.",0.9836177825927734
Female,49,No High School Degree,Employed,precarious life,"This Female of 49 years, armed with No High School Degree and currently Employed, balances hopes in a fragile reality.",0.002416768344119191
Female,38,High School Degree,Employed,unstable life,"A 38-year-old Female with High School Degree education and currently Employed, navigates tumultuous waters.",0.037838052958250046
Female,46,High School Degree,Unemployed,moderate stability,"This 46-year-old Female, with High School Degree and Unemployed, navigates days of calm balance.",0.9744539260864258
Male,55,Degree,Employed,precarious life,"This Male of 55 years, armed with Degree and currently Employed, faces each day as a delicate balancing act.",0.9940713047981262
Male,57,Degree,Employed,stable and supportive life,"A 57-year-old Male with Degree, Employed, flourishes in a supportive environment.",0.9859703183174133
Female,46,No High School Degree,Unemployed,precarious life,"This Female of 46 years, armed with No High School Degree and currently Unemployed, balances hopes in a fragile reality.",0.0023703081533312798
Female,43,No High School Degree,Unemployed,unstable life,"This 43-year-old Female, holding No High School Degree education and being Unemployed, wades through chaos.",0.003710918128490448
Female,43,Degree,Employed,unstable life,"A 43-year-old Female with Degree education and currently Employed, struggles to anchor amid shifting sands.",0.9844026565551758
Male,46,Degree,Employed,stable and supportive life,"A 46-year-old Male with Degree, Employed, lives surrounded by stability and care.",0.9853191375732422
Male,62,Degree,Employed,moderate stability,"This 62-year-old Male, with Degree and Employed, embraces a life of moderate routine.",0.9816080927848816
Male,43,No High School Degree,Employed,unstable life,"A 43-year-old Male with No High School Degree education and currently Employed, struggles to anchor amid shifting sands.",0.004203862976282835
Female,54,No High School Degree,Employed,unstable life,"This 54-year-old Female, holding No High School Degree education and being Employed, wades through chaos.",0.004107143264263868
Male,62,High School Degree,Employed,moderate stability,"This 62-year-old Male, with High School Degree and Employed, navigates days of calm balance.",0.3395460844039917
Female,52,No High School Degree,Employed,unstable life,"This 52-year-old Female, holding No High School Degree education and being Employed, wades through chaos.",0.0036944022867828608
Male,50,No High School Degree,Employed,stable and supportive life,"A 50-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.004277052823454142
Female,54,No High School Degree,Unemployed,moderate stability,"This 54-year-old Female, with No High School Degree and Unemployed, enjoys days that flow with ease and care.",0.0029542348347604275
Female,45,No High School Degree,Unemployed,unstable life,"This 45-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.004119341727346182
Female,39,No High School Degree,Employed,unstable life,"This 39-year-old Female, holding No High School Degree education and being Employed, tries to catch stability in motion.",0.0036840406246483326
Male,57,Degree,Employed,stable and supportive life,"This Male, aged 57, with Degree and Employed, rests securely in an anchored existence.",0.9803712964057922
Female,40,No High School Degree,Employed,precarious life,"This Female of 40 years, armed with No High School Degree and currently Employed, faces each day as a delicate balancing act.",0.0020515723153948784
Female,57,High School Degree,Employed,precarious life,"This Female of 57 years, armed with High School Degree and currently Employed, steps carefully in a fragile world.",0.9909759163856506
Male,49,Master,Employed,stable and supportive life,"A 49-year-old Male with Master, Employed, lives surrounded by stability and care.",0.9888396859169006
Male,55,High School Degree,Employed,stable and supportive life,"A 55-year-old Male with High School Degree, Employed, basks in a secure routine.",0.5497744679450989
Male,56,Degree,Employed,stable and supportive life,"This Male, aged 56, with Degree and Employed, savors the comforts of stability.",0.9823789000511169
Male,50,No High School Degree,Employed,stable and supportive life,"A 50-year-old Male with No High School Degree, Employed, flourishes in a supportive environment.",0.004277052823454142
Female,52,No High School Degree,Employed,precarious life,"This Female of 52 years, armed with No High School Degree and currently Employed, balances hopes in a fragile reality.",0.002438899828121066
Female,42,High School Degree,Unemployed,unstable life,"This 42-year-old Female, holding High School Degree education and being Unemployed, wades through chaos.",0.9216365814208984
Female,58,No High School Degree,Employed,stable and supportive life,"This Female, aged 58, with No High School Degree and Employed, savors the comforts of stability.",0.0018917034612968564
Male,41,No High School Degree,Employed,moderate stability,"A 41-year-old Male, No High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.006617273669689894
Male,50,Master,Employed,precarious life,"This Male of 50 years, armed with Master and currently Employed, steps carefully in a fragile world.",0.9955315589904785
Male,67,No High School Degree,Employed,stable and supportive life,"This Male, aged 67, with No High School Degree and Employed, rests securely in an anchored existence.",0.0014198890421539545
Female,39,No High School Degree,Unemployed,unstable life,"This 39-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.0036840406246483326
Male,45,High School Degree,Employed,precarious life,"This Male of 45 years, armed with High School Degree and currently Employed, balances hopes in a fragile reality.",0.9925985336303711
Female,48,No High School Degree,Unemployed,unstable life,"A 48-year-old Female with No High School Degree education and currently Unemployed, faces days of constant flux.",0.0037859752774238586
Female,50,No High School Degree,Unemployed,precarious life,"A 50-year-old Female with No High School Degree, now Unemployed, walks a tightrope over uncertainty.",0.004000228364020586
Female,48,No High School Degree,Employed,unstable life,"This 48-year-old Female, holding No High School Degree education and being Employed, tries to catch stability in motion.",0.0037659609224647284
Female,49,No High School Degree,Employed,unstable life,"This 49-year-old Female, holding No High School Degree education and being Employed, tries to catch stability in motion.",0.003884832840412855
Female,50,High School Degree,Employed,unstable life,"A 50-year-old Female with High School Degree education and currently Employed, faces days of constant flux.",0.07866962999105453
Female,59,No High School Degree,Unemployed,moderate stability,"This 59-year-old Female, with No High School Degree and Unemployed, enjoys days that flow with ease and care.",0.0037788869813084602
Male,55,No High School Degree,Employed,moderate stability,"This 55-year-old Male, with No High School Degree and Employed, enjoys days that flow with ease and care.",0.003947944846004248
Male,49,High School Degree,Employed,moderate stability,"This 49-year-old Male, with High School Degree and Employed, embraces a life of moderate routine.",0.9099894165992737
Male,59,Degree,Employed,stable and supportive life,"This Male, aged 59, with Degree and Employed, rests securely in an anchored existence.",0.9803832173347473
Male,62,PhD,Employed,precarious life,"A 62-year-old Male with PhD, now Employed, walks a tightrope over uncertainty.",0.9941124320030212
Female,46,No High School Degree,Employed,precarious life,"A 46-year-old Female with No High School Degree, now Employed, teeters on a fragile edge.",0.004138096701353788
Male,46,No High School Degree,Employed,stable and supportive life,"This Male, aged 46, with No High School Degree and Employed, thrives in a life well-grounded.",0.001637824228964746
Female,54,No High School Degree,Unemployed,unstable life,"This 54-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.004107143264263868
Male,53,High School Degree,Employed,stable and supportive life,"A 53-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.6376471519470215
Female,29,High School Degree,Unemployed,unstable life,"This 29-year-old Female, holding High School Degree education and being Unemployed, tries to catch stability in motion.",0.9845278859138489
Male,60,Degree,Employed,stable and supportive life,"This Male, aged 60, with Degree and Employed, thrives in a life well-grounded.",0.9850931763648987
Female,41,No High School Degree,Unemployed,unstable life,"This 41-year-old Female, holding No High School Degree education and being Unemployed, moves through an ever-changing landscape.",0.0041921972297132015
Male,53,High School Degree,Employed,stable and supportive life,"A 53-year-old Male with High School Degree, Employed, basks in a secure routine.",0.6376471519470215
Male,52,No High School Degree,Employed,moderate stability,"A 52-year-old Male, No High School Degree achieved and Employed, finds comfort in predictable patterns.",0.006481664255261421
Male,56,No High School Degree,Employed,stable and supportive life,"A 56-year-old Male with No High School Degree, Employed, lives surrounded by stability and care.",0.004734695423394442
Female,50,High School Degree,Employed,unstable life,"This 50-year-old Female, holding High School Degree education and being Employed, tries to catch stability in motion.",0.9682279825210571
Female,47,No High School Degree,Unemployed,moderate stability,"A 47-year-old Female, No High School Degree achieved and Unemployed, finds comfort in predictable patterns.",0.006257214117795229
Male,58,High School Degree,Employed,stable and supportive life,"A 58-year-old Male with High School Degree, Employed, basks in a secure routine.",0.800228476524353
Male,48,No High School Degree,Employed,moderate stability,"This 48-year-old Male, with No High School Degree and Employed, enjoys days that flow with ease and care.",0.0036945976316928864
Male,56,Degree,Employed,moderate stability,"This 56-year-old Male, with Degree and Employed, navigates days of calm balance.",0.9278520345687866
Female,56,No High School Degree,Employed,moderate stability,"A 56-year-old Female, No High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.006012184079736471
Female,42,High School Degree,Employed,precarious life,"A 42-year-old Female with High School Degree, now Employed, walks a tightrope over uncertainty.",0.07921820133924484
Male,58,High School Degree,Employed,moderate stability,"A 58-year-old Male, High School Degree achieved and Employed, finds comfort in predictable patterns.",0.9940325617790222
Male,47,Degree,Employed,moderate stability,"A 47-year-old Male, Degree achieved and Employed, lives in steady rhythms.",0.991907000541687
Male,59,Degree,Employed,stable and supportive life,"A 59-year-old Male with Degree, Employed, flourishes in a supportive environment.",0.984413206577301
Female,48,High School Degree,Unemployed,unstable life,"This 48-year-old Female, holding High School Degree education and being Unemployed, moves through an ever-changing landscape.",0.9432790279388428
Female,60,No High School Degree,Unemployed,precarious life,"A 60-year-old Female with No High School Degree, now Unemployed, finds the ground beneath ever so brittle.",0.00478358706459403
Male,52,Master,Employed,stable and supportive life,"A 52-year-old Male with Master, Employed, flourishes in a supportive environment.",0.9862116575241089
Male,51,High School Degree,Employed,stable and supportive life,"A 51-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.8675511479377747
Male,49,PhD,Employed,precarious life,"A 49-year-old Male with PhD, now Employed, finds the ground beneath ever so brittle.",0.9947185516357422
Male,49,High School Degree,Employed,moderate stability,"This 49-year-old Male, with High School Degree and Employed, embraces a life of moderate routine.",0.9099894165992737
Female,53,No High School Degree,Employed,precarious life,"A 53-year-old Female with No High School Degree, now Employed, teeters on a fragile edge.",0.004052451346069574
Female,35,High School Degree,Employed,unstable life,"This 35-year-old Female, holding High School Degree education and being Employed, tries to catch stability in motion.",0.9753377437591553
Female,42,No High School Degree,Unemployed,precarious life,"A 42-year-old Female with No High School Degree, now Unemployed, finds the ground beneath ever so brittle.",0.004070411901921034
Male,41,High School Degree,Employed,precarious life,"A 41-year-old Male with High School Degree, now Employed, walks a tightrope over uncertainty.",0.8280966877937317
Male,57,High School Degree,Employed,moderate stability,"This 57-year-old Male, with High School Degree and Employed, embraces a life of moderate routine.",0.3253280818462372
Female,57,High School Degree,Employed,unstable life,"A 57-year-old Female with High School Degree education and currently Employed, struggles to anchor amid shifting sands.",0.7217313647270203
Male,54,No High School Degree,Employed,stable and supportive life,"This Male, aged 54, with No High School Degree and Employed, thrives in a life well-grounded.",0.0011861296370625496
Male,53,No High School Degree,Employed,stable and supportive life,"A 53-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.004342653322964907
Male,52,Degree,Employed,moderate stability,"This 52-year-old Male, with Degree and Employed, navigates days of calm balance.",0.9776713848114014
Female,58,High School Degree,Unemployed,moderate stability,"A 58-year-old Female, High School Degree achieved and Unemployed, enjoys a life neither chaotic nor overly secure.",0.9957455992698669
Male,41,Degree,Employed,precarious life,"A 41-year-old Male with Degree, now Employed, walks a tightrope over uncertainty.",0.9964428544044495
Male,54,No High School Degree,Employed,stable and supportive life,"A 54-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.0046949018724262714
Female,58,High School Degree,Unemployed,moderate stability,"A 58-year-old Female, High School Degree achieved and Unemployed, lives in steady rhythms.",0.9957455992698669
Female,50,High School Degree,Unemployed,unstable life,"This 50-year-old Female, holding High School Degree education and being Unemployed, wades through chaos.",0.9682279825210571
Male,55,Master,Employed,stable and supportive life,"A 55-year-old Male with Master, Employed, flourishes in a supportive environment.",0.9911226034164429
Male,60,High School Degree,Employed,stable and supportive life,"This Male, aged 60, with High School Degree and Employed, savors the comforts of stability.",0.9928421974182129
Male,35,High School Degree,Employed,stable and supportive life,"This Male, aged 35, with High School Degree and Employed, savors the comforts of stability.",0.9924206137657166
Female,57,High School Degree,Unemployed,moderate stability,"This 57-year-old Female, with High School Degree and Unemployed, embraces a life of moderate routine.",0.17998960614204407
Male,46,High School Degree,Employed,moderate stability,"A 46-year-old Male, High School Degree achieved and Employed, finds comfort in predictable patterns.",0.994903564453125
Female,36,No High School Degree,Unemployed,precarious life,"This Female of 36 years, armed with No High School Degree and currently Unemployed, balances hopes in a fragile reality.",0.002438572933897376
Male,57,No High School Degree,Employed,stable and supportive life,"This Male, aged 57, with No High School Degree and Employed, thrives in a life well-grounded.",0.0011835519690066576
Male,63,High School Degree,Employed,stable and supportive life,"This Male, aged 63, with High School Degree and Employed, rests securely in an anchored existence.",0.9920464754104614
Female,44,High School Degree,Employed,unstable life,"A 44-year-old Female with High School Degree education and currently Employed, struggles to anchor amid shifting sands.",0.8432454466819763
Female,51,High School Degree,Employed,unstable life,"A 51-year-old Female with High School Degree education and currently Employed, struggles to anchor amid shifting sands.",0.19746871292591095
Female,60,No High School Degree,Unemployed,precarious life,"This Female of 60 years, armed with No High School Degree and currently Unemployed, faces each day as a delicate balancing act.",0.0022656149230897427
Male,62,Degree,Employed,stable and supportive life,"This Male, aged 62, with Degree and Employed, thrives in a life well-grounded.",0.9809494614601135
Male,66,High School Degree,Employed,stable and supportive life,"A 66-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.909687340259552
Male,51,Degree,Employed,unstable life,"A 51-year-old Male with Degree education and currently Employed, faces days of constant flux.",0.9831831455230713
Male,51,Master,Employed,moderate stability,"A 51-year-old Male, Master achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.9969534873962402
Male,37,High School Degree,Employed,precarious life,"A 37-year-old Male with High School Degree, now Employed, walks a tightrope over uncertainty.",0.8876667618751526
Male,52,No High School Degree,Employed,stable and supportive life,"This Male, aged 52, with No High School Degree and Employed, thrives in a life well-grounded.",0.0012591154081746936
Male,47,No High School Degree,Employed,stable and supportive life,"A 47-year-old Male with No High School Degree, Employed, flourishes in a supportive environment.",0.004748969338834286
Female,68,PhD,Unemployed,stable and supportive life,"A 68-year-old Female with PhD, Unemployed, basks in a secure routine.",0.009799101389944553
Male,48,High School Degree,Employed,precarious life,"This Male of 48 years, armed with High School Degree and currently Employed, balances hopes in a fragile reality.",0.9922727346420288
Male,50,No High School Degree,Employed,precarious life,"This Male of 50 years, armed with No High School Degree and currently Employed, faces each day as a delicate balancing act.",0.001834713970310986
Female,51,No High School Degree,Employed,precarious life,"A 51-year-old Female with No High School Degree, now Employed, teeters on a fragile edge.",0.00366024998947978
Female,45,No High School Degree,Employed,unstable life,"A 45-year-old Female with No High School Degree education and currently Employed, struggles to anchor amid shifting sands.",0.004561318084597588
Male,65,No High School Degree,Employed,stable and supportive life,"A 65-year-old Male with No High School Degree, Employed, flourishes in a supportive environment.",0.006201401352882385
Male,48,No High School Degree,Employed,stable and supportive life,"A 48-year-old Male with No High School Degree, Employed, flourishes in a supportive environment.",0.004089431371539831
Male,56,No High School Degree,Employed,stable and supportive life,"This Male, aged 56, with No High School Degree and Employed, savors the comforts of stability.",0.0012228783452883363
Male,49,No High School Degree,Employed,stable and supportive life,"A 49-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.004265321418642998
Female,41,Master,Unemployed,moderate stability,"This 41-year-old Female, with Master and Unemployed, enjoys days that flow with ease and care.",0.015408389270305634
Female,48,No High School Degree,Employed,stable and supportive life,"This Female, aged 48, with No High School Degree and Employed, thrives in a life well-grounded.",0.0018835229566320777
Male,54,High School Degree,Employed,stable and supportive life,"This Male, aged 54, with High School Degree and Employed, thrives in a life well-grounded.",0.9932448267936707
Male,50,No High School Degree,Employed,stable and supportive life,"A 50-year-old Male with No High School Degree, Employed, flourishes in a supportive environment.",0.004277052823454142
Female,42,No High School Degree,Unemployed,unstable life,"This 42-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.003944087773561478
Male,39,No High School Degree,Employed,precarious life,"This Male of 39 years, armed with No High School Degree and currently Employed, balances hopes in a fragile reality.",0.00219900393858552
Male,45,No High School Degree,Employed,unstable life,"A 45-year-old Male with No High School Degree education and currently Employed, faces days of constant flux.",0.0048572951927781105
Male,44,No High School Degree,Employed,stable and supportive life,"This Male, aged 44, with No High School Degree and Employed, rests securely in an anchored existence.",0.0015430365456268191
Male,56,High School Degree,Employed,moderate stability,"A 56-year-old Male, High School Degree achieved and Employed, finds comfort in predictable patterns.",0.9940001964569092
Female,47,No High School Degree,Unemployed,unstable life,"A 47-year-old Female with No High School Degree education and currently Unemployed, struggles to anchor amid shifting sands.",0.004275422543287277
Female,41,High School Degree,Unemployed,moderate stability,"This 41-year-old Female, with High School Degree and Unemployed, enjoys days that flow with ease and care.",0.03882935643196106
Female,49,No High School Degree,Unemployed,moderate stability,"A 49-year-old Female, No High School Degree achieved and Unemployed, enjoys a life neither chaotic nor overly secure.",0.005365064367651939
Female,43,High School Degree,Employed,precarious life,"A 43-year-old Female with High School Degree, now Employed, finds the ground beneath ever so brittle.",0.10270313918590546
Female,48,No High School Degree,Employed,unstable life,"This 48-year-old Female, holding No High School Degree education and being Employed, wades through chaos.",0.0037659609224647284
Male,61,High School Degree,Employed,moderate stability,"A 61-year-old Male, High School Degree achieved and Employed, lives in steady rhythms.",0.9937508702278137
Female,37,No High School Degree,Employed,moderate stability,"A 37-year-old Female, No High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.005292141810059547
Male,53,High School Degree,Employed,stable and supportive life,"A 53-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.6376471519470215
Female,49,No High School Degree,Unemployed,moderate stability,"This 49-year-old Female, with No High School Degree and Unemployed, enjoys days that flow with ease and care.",0.0028936518356204033
Male,58,High School Degree,Employed,stable and supportive life,"A 58-year-old Male with High School Degree, Employed, lives surrounded by stability and care.",0.800228476524353
Male,52,High School Degree,Employed,moderate stability,"A 52-year-old Male, High School Degree achieved and Employed, lives in steady rhythms.",0.9948133230209351
Female,45,No High School Degree,Unemployed,moderate stability,"A 45-year-old Female, No High School Degree achieved and Unemployed, enjoys a life neither chaotic nor overly secure.",0.006024347618222237
Male,51,No High School Degree,Employed,stable and supportive life,"A 51-year-old Male with No High School Degree, Employed, lives surrounded by stability and care.",0.004267506767064333
Female,43,No High School Degree,Employed,precarious life,"A 43-year-old Female with No High School Degree, now Employed, teeters on a fragile edge.",0.0038867152761667967
Female,53,No High School Degree,Employed,unstable life,"This 53-year-old Female, holding No High School Degree education and being Employed, wades through chaos.",0.0034874104894697666
Female,45,High School Degree,Unemployed,unstable life,"A 45-year-old Female with High School Degree education and currently Unemployed, navigates tumultuous waters.",0.3744599223136902
Male,65,High School Degree,Employed,stable and supportive life,"This Male, aged 65, with High School Degree and Employed, rests securely in an anchored existence.",0.9930949211120605
Male,50,Degree,Employed,moderate stability,"This 50-year-old Male, with Degree and Employed, navigates days of calm balance.",0.9852541089057922
Female,47,Degree,Employed,moderate stability,"This 47-year-old Female, with Degree and Employed, embraces a life of moderate routine.",0.9870920181274414
Male,36,PhD,Employed,unstable life,"This 36-year-old Male, holding PhD education and being Employed, tries to catch stability in motion.",0.9904679656028748
Female,33,No High School Degree,Employed,unstable life,"This 33-year-old Female, holding No High School Degree education and being Employed, wades through chaos.",0.004618130624294281
Female,34,No High School Degree,Unemployed,unstable life,"This 34-year-old Female, holding No High School Degree education and being Unemployed, moves through an ever-changing landscape.",0.004275779705494642
Female,50,High School Degree,Unemployed,precarious life,"This Female of 50 years, armed with High School Degree and currently Unemployed, balances hopes in a fragile reality.",0.9916439652442932
Male,54,Degree,Employed,moderate stability,"This 54-year-old Male, with Degree and Employed, enjoys days that flow with ease and care.",0.9836724400520325
Female,37,High School Degree,Unemployed,precarious life,"This Female of 37 years, armed with High School Degree and currently Unemployed, balances hopes in a fragile reality.",0.9895322322845459
Female,55,No High School Degree,Employed,precarious life,"A 55-year-old Female with No High School Degree, now Employed, finds the ground beneath ever so brittle.",0.004902410786598921
Male,50,High School Degree,Employed,stable and supportive life,"A 50-year-old Male with High School Degree, Employed, basks in a secure routine.",0.7197473645210266
Male,49,No High School Degree,Employed,precarious life,"A 49-year-old Male with No High School Degree, now Employed, walks a tightrope over uncertainty.",0.004265321418642998
Female,61,No High School Degree,Employed,moderate stability,"A 61-year-old Female, No High School Degree achieved and Employed, lives in steady rhythms.",0.007622858509421349
Male,59,High School Degree,Employed,stable and supportive life,"A 59-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.9176680445671082
Female,47,No High School Degree,Unemployed,precarious life,"This Female of 47 years, armed with No High School Degree and currently Unemployed, steps carefully in a fragile world.",0.0025996938347816467
Male,44,High School Degree,Employed,moderate stability,"A 44-year-old Male, High School Degree achieved and Employed, lives in steady rhythms.",0.9950711727142334
Male,38,High School Degree,Employed,stable and supportive life,"A 38-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.14113956689834595
Male,49,High School Degree,Employed,stable and supportive life,"A 49-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.8404347896575928
Female,44,High School Degree,Unemployed,unstable life,"This 44-year-old Female, holding High School Degree education and being Unemployed, tries to catch stability in motion.",0.9797934889793396
Male,47,High School Degree,Employed,stable and supportive life,"A 47-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.9146807789802551
Male,49,No High School Degree,Employed,precarious life,"A 49-year-old Male with No High School Degree, now Employed, finds the ground beneath ever so brittle.",0.004265321418642998
Female,48,No High School Degree,Employed,precarious life,"A 48-year-old Female with No High School Degree, now Employed, finds the ground beneath ever so brittle.",0.0037859752774238586
Male,48,No High School Degree,Employed,precarious life,"This Male of 48 years, armed with No High School Degree and currently Employed, faces each day as a delicate balancing act.",0.0022118082270026207
Male,50,High School Degree,Employed,stable and supportive life,"A 50-year-old Male with High School Degree, Employed, basks in a secure routine.",0.7197473645210266
Female,51,Degree,Employed,precarious life,"A 51-year-old Female with Degree, now Employed, teeters on a fragile edge.",0.9963976740837097
Male,51,No High School Degree,Employed,precarious life,"This Male of 51 years, armed with No High School Degree and currently Employed, balances hopes in a fragile reality.",0.0022487319074571133
Female,43,No High School Degree,Employed,moderate stability,"This 43-year-old Female, with No High School Degree and Employed, navigates days of calm balance.",0.002915289718657732
Female,57,High School Degree,Unemployed,unstable life,"A 57-year-old Female with High School Degree education and currently Unemployed, struggles to anchor amid shifting sands.",0.7217313647270203
Female,45,No High School Degree,Unemployed,unstable life,"A 45-year-old Female with No High School Degree education and currently Unemployed, faces days of constant flux.",0.004561318084597588
Female,46,No High School Degree,Unemployed,unstable life,"This 46-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.004107488784939051
Female,51,Degree,Employed,unstable life,"A 51-year-old Female with Degree education and currently Employed, navigates tumultuous waters.",0.9833153486251831
Female,48,High School Degree,Unemployed,unstable life,"A 48-year-old Female with High School Degree education and currently Unemployed, struggles to anchor amid shifting sands.",0.3467455208301544
Female,53,No High School Degree,Unemployed,unstable life,"A 53-year-old Female with No High School Degree education and currently Unemployed, struggles to anchor amid shifting sands.",0.004052451346069574
Male,53,High School Degree,Employed,moderate stability,"This 53-year-old Male, with High School Degree and Employed, enjoys days that flow with ease and care.",0.19235317409038544
Male,42,No High School Degree,Employed,unstable life,"This 42-year-old Male, holding No High School Degree education and being Employed, wades through chaos.",0.004072560463100672
Female,50,No High School Degree,Employed,precarious life,"This Female of 50 years, armed with No High School Degree and currently Employed, faces each day as a delicate balancing act.",0.0020975498482584953
Male,45,Master,Employed,stable and supportive life,"A 45-year-old Male with Master, Employed, flourishes in a supportive environment.",0.9873188138008118
Female,50,No High School Degree,Unemployed,precarious life,"This Female of 50 years, armed with No High School Degree and currently Unemployed, faces each day as a delicate balancing act.",0.0020975498482584953
Male,51,High School Degree,Employed,moderate stability,"This 51-year-old Male, with High School Degree and Employed, embraces a life of moderate routine.",0.6281567811965942
Female,45,No High School Degree,Employed,unstable life,"This 45-year-old Female, holding No High School Degree education and being Employed, tries to catch stability in motion.",0.004119341727346182
Female,46,No High School Degree,Unemployed,unstable life,"This 46-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.004107488784939051
Female,32,High School Degree,Unemployed,unstable life,"A 32-year-old Female with High School Degree education and currently Unemployed, struggles to anchor amid shifting sands.",0.9467816948890686
Male,42,No High School Degree,Employed,unstable life,"A 42-year-old Male with No High School Degree education and currently Employed, navigates tumultuous waters.",0.00442790100350976
Male,48,No High School Degree,Employed,precarious life,"This Male of 48 years, armed with No High School Degree and currently Employed, balances hopes in a fragile reality.",0.0022118082270026207
Male,47,No High School Degree,Employed,unstable life,"This 47-year-old Male, holding No High School Degree education and being Employed, wades through chaos.",0.004599791951477528
Female,38,High School Degree,Employed,unstable life,"A 38-year-old Female with High School Degree education and currently Employed, struggles to anchor amid shifting sands.",0.037838052958250046
Female,55,No High School Degree,Unemployed,unstable life,"This 55-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.004239249508827925
Female,43,High School Degree,Unemployed,precarious life,"This Female of 43 years, armed with High School Degree and currently Unemployed, faces each day as a delicate balancing act.",0.991338849067688
Female,53,No High School Degree,Unemployed,unstable life,"This 53-year-old Female, holding No High School Degree education and being Unemployed, tries to catch stability in motion.",0.0034874104894697666
Female,51,No High School Degree,Employed,precarious life,"A 51-year-old Female with No High School Degree, now Employed, walks a tightrope over uncertainty.",0.00366024998947978
Female,45,No High School Degree,Unemployed,moderate stability,"A 45-year-old Female, No High School Degree achieved and Unemployed, enjoys a life neither chaotic nor overly secure.",0.006024347618222237
Female,64,Degree,Employed,moderate stability,"A 64-year-old Female, Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.9886161684989929
Female,37,High School Degree,Employed,unstable life,"A 37-year-old Female with High School Degree education and currently Employed, faces days of constant flux.",0.2893528342247009
Male,59,No High School Degree,Employed,stable and supportive life,"A 59-year-old Male with No High School Degree, Employed, basks in a secure routine.",0.004579747561365366
Male,58,No High School Degree,Employed,moderate stability,"A 58-year-old Male, No High School Degree achieved and Employed, enjoys a life neither chaotic nor overly secure.",0.007557596080005169
Male,41,No High School Degree,Employed,unstable life,"A 41-year-old Male with No High School Degree education and currently Employed, navigates tumultuous waters.",0.004374616779386997
Male,63,High School Degree,Employed,stable and supportive life,"A 63-year-old Male with High School Degree, Employed, flourishes in a supportive environment.",0.6559577584266663
Female,52,High School Degree,Employed,stable and supportive life,"A 52-year-old Female with High School Degree, Employed, lives surrounded by stability and care.",0.14539748430252075
Male,47,High School Degree,Employed,unstable life,"This 47-year-old Male, holding High School Degree education and being Employed, moves through an ever-changing landscape.",0.9770153760910034
Male,49,No High School Degree,Employed,precarious life,"This Male of 49 years, armed with No High School Degree and currently Employed, faces each day as a delicate balancing act.",0.002276577753946185
Male,52,High School Degree,Employed,stable and supportive life,"This Male, aged 52, with High School Degree and Employed, savors the comforts of stability.",0.9922285676002502
