Gender,Age,Education,Employment,Sentence,sentiment_score_positivo
Male,60,No High School Degree,Employed,"Male, aged 60, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.32
Male,51,No High School Degree,Unemployed,"Male, aged 51, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.2
Female,62,No High School Degree,Employed,"At 62, this Female, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Male,58,No High School Degree,Employed,"This 58-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.72
Female,61,No High School Degree,Employed,"At 61, this Female, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Male,43,No High School Degree,Unemployed,"A 43-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Female,50,High School Degree,Unemployed,"This 50-year-old Female, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Male,54,No High School Degree,Employed,"At 54, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Female,47,High School Degree,Unemployed,"At 47, this Female, Unemployed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.2
Female,47,No High School Degree,Employed,"This Female, aged 47, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.32
Female,43,No High School Degree,Unemployed,"Female, 43, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.2
Female,59,No High School Degree,Employed,"Female, 59, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.2
Female,43,High School Degree,Employed,"Female, 43, holding High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.78
Female,46,No High School Degree,Unemployed,"This Female, aged 46, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Male,47,No High School Degree,Employed,"Male, 47, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.62
Male,45,High School Degree,Employed,"A 45-year-old Male, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Female,55,No High School Degree,Unemployed,"This Female, Unemployed, aged 55 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.1
Female,53,High School Degree,Employed,"Female, 53, holding High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.78
Male,39,Degree,Employed,"A Male of 39 years, Employed and with Degree, lives a life of tempered pace and grounded expectations.",0.6
Male,51,No High School Degree,Employed,"Male, 51, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.25
Male,59,No High School Degree,Unemployed,"This Male, aged 59, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Female,46,High School Degree,Employed,"At 46, this Female, Employed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,58,Degree,Unemployed,"A 58-year-old Male with Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.15
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.1
Female,57,Degree,Employed,"At 57, this Female, Employed and holding Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Male,58,No High School Degree,Employed,"A 58-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.15
Female,56,High School Degree,Unemployed,"Female, aged 56, holding High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.25
Male,50,No High School Degree,Employed,"Male, aged 50, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.32
Male,47,High School Degree,Employed,"A Male of 47 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.42
Male,50,High School Degree,Unemployed,"A 50-year-old Male, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Male,64,No High School Degree,Employed,"A 64-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,51,High School Degree,Unemployed,"Male, 51, bearing High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.25
Male,39,High School Degree,Employed,"Male, 39, holding High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.72
Female,60,No High School Degree,Unemployed,"A 60-year-old Female with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.1
Male,44,No High School Degree,Unemployed,"This Male, aged 44, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Female,39,No High School Degree,Unemployed,"Female, aged 39, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Female,51,No High School Degree,Unemployed,"Female, 51, holding No High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.62
Female,50,No High School Degree,Employed,"At 50, this Female, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Male,45,No High School Degree,Employed,"Male, 45, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.62
Male,52,No High School Degree,Unemployed,"This 52-year-old Male, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Male,46,High School Degree,Unemployed,"This Male, aged 46, with High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Male,59,High School Degree,Employed,"A 59-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.15
Female,46,No High School Degree,Employed,"Female, aged 46, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.32
Male,48,High School Degree,Employed,"A 48-year-old Male, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Male,47,No High School Degree,Employed,"This 47-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Female,53,Degree,Employed,"This 53-year-old Female, Employed and with Degree, finds a rhythm in the quiet turns of everyday life.",0.78
Female,52,No High School Degree,Unemployed,"A Female of 52 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.25
Female,43,High School Degree,Employed,"A 43-year-old Female with High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,56,High School Degree,Employed,"Male, aged 56, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.32
Male,45,High School Degree,Unemployed,"A Male of 45 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.3
Female,51,No High School Degree,Unemployed,"A 51-year-old Female, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Male,57,High School Degree,Unemployed,"At 57, this Male, Unemployed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Male,65,High School Degree,Unemployed,"A 65-year-old Male with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,43,No High School Degree,Employed,"Male, 43, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.62
Male,43,Degree,Unemployed,"Male, 43, holding Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.62
Male,50,High School Degree,Unemployed,"This Male, Unemployed, aged 50 and with High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Male,46,High School Degree,Employed,"This 46-year-old Male, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.72
Female,57,No High School Degree,Unemployed,"A 57-year-old Female with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.1
Female,41,High School Degree,Unemployed,"Female, aged 41, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Female,42,No High School Degree,Employed,"Female, 42, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.25
Male,43,High School Degree,Employed,"Male, 43, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.25
Male,55,No High School Degree,Employed,"Male, aged 55, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.32
Male,66,No High School Degree,Employed,"Male, aged 66, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Female,44,No High School Degree,Employed,"This Female, aged 44, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.62
Female,43,No High School Degree,Unemployed,"A 43-year-old Female, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Male,48,No High School Degree,Employed,"A Male of 48 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.32
Female,57,High School Degree,Unemployed,"A Female of 57 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.32
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.1
Female,48,No High School Degree,Unemployed,"A 48-year-old Female, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Female,54,High School Degree,Unemployed,"A Female of 54 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.32
Female,56,High School Degree,Employed,"Female, aged 56, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.32
Female,47,High School Degree,Employed,"A 47-year-old Female, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Female,53,High School Degree,Unemployed,"This Female, aged 53, with High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Male,26,High School Degree,Unemployed,"This Male, aged 26, with High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Female,52,No High School Degree,Unemployed,"This 52-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Male,44,No High School Degree,Employed,"This 44-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Female,38,No High School Degree,Unemployed,"This Female, Unemployed, aged 38 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Female,49,High School Degree,Employed,"Female, 49, holding High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.78
Female,55,No High School Degree,Unemployed,"Female, 55, holding No High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.62
Male,53,No High School Degree,Unemployed,"At 53, this Male, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.2
Female,61,High School Degree,Employed,"At 61, this Female, Employed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Female,62,High School Degree,Unemployed,"Female, 62, bearing High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.25
Female,56,No High School Degree,Employed,"Female, 56, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.68
Male,56,No High School Degree,Employed,"Male, 56, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.62
Male,58,High School Degree,Unemployed,"At 58, this Male, Unemployed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Male,49,No High School Degree,Unemployed,"A Male of 49 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.25
Male,39,No High School Degree,Unemployed,"Male, 39, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.2
Female,43,No High School Degree,Unemployed,"A 43-year-old Female, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Male,40,No High School Degree,Employed,"This Male, aged 40, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.32
Female,61,High School Degree,Unemployed,"A 61-year-old Female, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,51,No High School Degree,Employed,"Male, 51, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.25
Female,56,High School Degree,Unemployed,"This Female, Unemployed, aged 56 and with High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Female,54,Degree,Employed,"Female, aged 54, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.32
Male,58,PhD,Unemployed,"Male, 58, holding PhD and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.62
Female,42,No High School Degree,Employed,"A 42-year-old Female, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Female,46,No High School Degree,Employed,"A 46-year-old Female, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Male,39,No High School Degree,Employed,"This Male, aged 39, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.42
Female,40,High School Degree,Unemployed,"This 40-year-old Female, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Female,43,High School Degree,Employed,"This Female, aged 43, with High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.62
Female,45,Degree,Employed,"This Female, aged 45, with Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.68
Male,43,No High School Degree,Unemployed,"This Male, aged 43, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Female,47,No High School Degree,Unemployed,"Female, aged 47, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,40,No High School Degree,Employed,"Male, 40, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.2
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.15
Male,34,No High School Degree,Employed,"This Male, aged 34, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.32
Male,54,High School Degree,Employed,"This 54-year-old Male, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.72
Female,53,No High School Degree,Unemployed,"At 53, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.2
Female,38,High School Degree,Unemployed,"Female, aged 38, holding High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.25
Female,46,No High School Degree,Unemployed,"This 46-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Male,46,High School Degree,Employed,"Male, 46, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.25
Male,56,High School Degree,Unemployed,"Male, aged 56, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,57,High School Degree,Unemployed,"Male, aged 57, holding High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.25
Female,36,No High School Degree,Unemployed,"A Female of 36 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.25
Male,48,High School Degree,Unemployed,"A 48-year-old Male, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Female,48,No High School Degree,Unemployed,"Female, aged 48, holding No High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.2
Female,51,No High School Degree,Unemployed,"Female, 51, holding No High School Degree and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.62
Male,50,Degree,Employed,"Male, aged 50, holding Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.35
Female,44,High School Degree,Unemployed,"This 44-year-old Female, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Male,44,No High School Degree,Unemployed,"A 44-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Female,45,No High School Degree,Unemployed,"This Female, Unemployed, aged 45 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Female,61,Degree,Employed,"Female, aged 61, armed with Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.32
Male,54,No High School Degree,Unemployed,"Male, aged 54, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,60,No High School Degree,Unemployed,"A 60-year-old Male, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Female,48,Master,Employed,"Female, aged 48, holding Master and Employed, moves in a routine marked by steady days and measured pauses.",0.32
Female,43,High School Degree,Employed,"A Female of 43 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.45
Male,42,No High School Degree,Unemployed,"At 42, this Male, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.2
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.1
Female,43,High School Degree,Unemployed,"A 43-year-old Female with High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.1
Female,53,No High School Degree,Employed,"Female, 53, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.2
Male,52,High School Degree,Unemployed,"This 52-year-old Male, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Female,56,High School Degree,Employed,"A 56-year-old Female with High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,42,High School Degree,Employed,"A 42-year-old Male, Employed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Female,61,High School Degree,Employed,"This 61-year-old Female, Employed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.72
Male,53,No High School Degree,Employed,"A 53-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Female,49,High School Degree,Employed,"Female, 49, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.2
Male,42,High School Degree,Employed,"A Male of 42 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.45
Male,31,No High School Degree,Unemployed,"This Male, aged 31, with No High School Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Female,40,No High School Degree,Employed,"A 40-year-old Female, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.78
Male,52,High School Degree,Employed,"Male, aged 52, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.32
Female,38,High School Degree,Unemployed,"A 38-year-old Female, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Male,49,Degree,Employed,"This Male, Employed, aged 49 and with Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Female,52,No High School Degree,Unemployed,"This Female, Unemployed, aged 52 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,40,No High School Degree,Employed,"This Male, aged 40, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.32
Female,51,No High School Degree,Unemployed,"This Female, Unemployed, aged 51 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Male,54,No High School Degree,Unemployed,"Male, 54, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.2
Female,41,High School Degree,Unemployed,"A Female of 41 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.32
Male,62,No High School Degree,Unemployed,"At 62, this Male, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Female,53,No High School Degree,Unemployed,"Female, aged 53, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,53,No High School Degree,Employed,"Male, aged 53, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Female,58,No High School Degree,Employed,"A 58-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.1
Male,55,No High School Degree,Employed,"Male, aged 55, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,60,No High School Degree,Employed,"At 60, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Male,50,High School Degree,Unemployed,"Male, aged 50, holding High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.2
Male,48,High School Degree,Unemployed,"At 48, this Male, Unemployed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,38,Degree,Unemployed,"This Male, aged 38, with Degree and Unemployed, finds comfort in the soft repetition of trusted routines.",0.32
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,48,Degree,Employed,"This 48-year-old Male, Employed and with Degree, finds a rhythm in the quiet turns of everyday life.",0.72
Male,51,High School Degree,Employed,"Male, aged 51, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Female,52,High School Degree,Employed,"At 52, this Female, Employed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Female,41,High School Degree,Employed,"A 41-year-old Female with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.2
Male,49,No High School Degree,Employed,"At 49, this Male, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,54,PhD,Employed,"At 54, this Male, Employed and holding PhD, lives in a whirl of fleeting moments and sudden turns.",0.32
Female,46,No High School Degree,Employed,"At 46, this Female, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Female,62,No High School Degree,Unemployed,"Female, aged 62, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,44,No High School Degree,Unemployed,"This Male, Unemployed, aged 44 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Female,59,No High School Degree,Unemployed,"At 59, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Female,45,No High School Degree,Employed,"Female, aged 45, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.32
Female,60,No High School Degree,Unemployed,"Female, aged 60, holding No High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.2
Male,46,No High School Degree,Employed,"Male, aged 46, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,53,No High School Degree,Employed,"This Male, aged 53, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.32
Male,55,Master,Unemployed,"A Male of 55 years, Unemployed and with Master, lives a life of tempered pace and grounded expectations.",0.32
Male,49,No High School Degree,Unemployed,"Male, aged 49, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.2
Female,56,High School Degree,Employed,"Female, 56, holding High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.78
Female,44,No High School Degree,Employed,"Female, 44, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.68
Male,56,No High School Degree,Employed,"Male, aged 56, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,45,No High School Degree,Employed,"This Male, aged 45, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.32
Female,53,No High School Degree,Employed,"This 53-year-old Female, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.72
Male,58,High School Degree,Employed,"Male, aged 58, armed with High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Female,40,No High School Degree,Unemployed,"A 40-year-old Female with No High School Degree and Unemployed status moves through days of upheaval, where nothing stays in place for long.",0.1
Male,60,High School Degree,Unemployed,"This Male, Unemployed, aged 60 and with High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Male,38,No High School Degree,Unemployed,"Male, 38, bearing No High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.2
Female,56,High School Degree,Employed,"A Female of 56 years, Employed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.45
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree and Employed status stands at the edge of every moment, suspended in uncertainty.",0.1
Male,42,No High School Degree,Employed,"Male, 42, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.25
Female,44,No High School Degree,Employed,"This 44-year-old Female, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Female,46,No High School Degree,Employed,"A 46-year-old Female with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.1
Female,50,High School Degree,Unemployed,"Female, 50, bearing High School Degree and currently Unemployed, walks a narrow path where every choice trembles with fragility.",0.25
Male,45,No High School Degree,Unemployed,"Male, aged 45, holding No High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.2
Female,51,No High School Degree,Unemployed,"A 51-year-old Female, Unemployed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.72
Male,59,No High School Degree,Employed,"This 59-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Female,59,High School Degree,Unemployed,"A Female of 59 years, Unemployed and with High School Degree, lives a life of tempered pace and grounded expectations.",0.32
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.1
Male,49,No High School Degree,Employed,"Male, 49, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.25
Male,37,No High School Degree,Employed,"This 37-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Female,46,No High School Degree,Unemployed,"Female, aged 46, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.25
Male,59,High School Degree,Unemployed,"A 59-year-old Male with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.1
Female,62,No High School Degree,Employed,"This Female, Employed, aged 62 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Female,46,No High School Degree,Unemployed,"At 46, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.2
Male,47,High School Degree,Unemployed,"This Male, Unemployed, aged 47 and with High School Degree, inhabits a world strung tightly between hope and hesitation.",0.32
Female,52,High School Degree,Employed,"At 52, this Female, Employed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.32
Male,53,High School Degree,Employed,"Male, 53, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.25
Female,48,No High School Degree,Employed,"At 48, this Female, Employed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.25
Male,49,Master,Unemployed,"Male, 49, holding Master and Unemployed, moves through life anchored by gentle certainties and lasting ties.",0.62
Female,45,No High School Degree,Employed,"A Female of 45 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.35
Female,48,No High School Degree,Unemployed,"This 48-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.68
Female,50,High School Degree,Employed,"This Female, aged 50, with High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.68
