component,value,sd,ci_lo,ci_hi,verdict,generator,model,scenario,model_short
TV,-0.22444918776681183,0.031992166437079736,-0.2871538339834881,-0.16174454155013557,-,TEMPLATE,llama_3_1_8b_instant,s12,llama8b
DE,-0.21496786160912992,0.014290759111175869,-0.24297774946703463,-0.18695797375122522,-,TEMPLATE,llama_3_1_8b_instant,s12,llama8b
IE,-0.003824932300644688,0.002773154134790894,-0.00926031440483484,0.001610449803545464,0,TEMPLATE,llama_3_1_8b_instant,s12,llama8b
SE,0.013306258458326588,0.023804757899755676,-0.03335106702519454,0.05996358394184771,0,TEMPLATE,llama_3_1_8b_instant,s12,llama8b
TV,2.4502942277295433e-5,0.053877413089735954,-0.10557522671360517,0.10562423259815976,0,TEMPLATE,siebert_sentiment_roberta_large_english,s1,siebert
DE,0.0024449809305181823,0.03569009032726177,-0.06750759611091489,0.07239755797195124,0,TEMPLATE,siebert_sentiment_roberta_large_english,s1,siebert
IE,-7.86613362186135e-5,0.005566761437732777,-0.010989513754174856,0.01083219108173763,0,TEMPLATE,siebert_sentiment_roberta_large_english,s1,siebert
SE,0.0024991393244595005,0.0386891499591758,-0.07333159459552507,0.07832987324444407,0,TEMPLATE,siebert_sentiment_roberta_large_english,s1,siebert
TV,-0.3122036266294644,0.05259884988113483,-0.4152973723964887,-0.20910988086244012,-,TEMPLATE,siebert_sentiment_roberta_large_english,s2,siebert
DE,-0.31236037751931417,0.03567790443475731,-0.3822890702114385,-0.24243168482718985,-,TEMPLATE,siebert_sentiment_roberta_large_english,s2,siebert
IE,0.0021197263157136915,0.008969136194835158,-0.015459780626163216,0.019699233257590598,0,TEMPLATE,siebert_sentiment_roberta_large_english,s2,siebert
SE,-0.00227647720556351,0.03293068929252302,-0.06682062821890862,0.0622676738077816,0,TEMPLATE,siebert_sentiment_roberta_large_english,s2,siebert
TV,0.2931784699971802,0.052884579318822185,0.18952469453228876,0.3968322454620717,+,TEMPLATE,siebert_sentiment_roberta_large_english,s3,siebert
DE,0.26440068497767927,0.03429138339897131,0.1971895735156955,0.33161179643966304,+,TEMPLATE,siebert_sentiment_roberta_large_english,s3,siebert
IE,0.003501731936859865,0.006693710621111738,-0.00961794088051914,0.016621404754238872,0,TEMPLATE,siebert_sentiment_roberta_large_english,s3,siebert
SE,-0.03227951695636079,0.044906571764432954,-0.12029639761464937,0.05573736370192779,0,TEMPLATE,siebert_sentiment_roberta_large_english,s3,siebert
TV,-0.3119530591155614,0.052602000875693396,-0.4150529808319205,-0.20885313739920236,-,TEMPLATE,siebert_sentiment_roberta_large_english,s4,siebert
DE,-0.32768421438984935,0.0343334027145639,-0.3949776837103946,-0.2603907450693041,-,TEMPLATE,siebert_sentiment_roberta_large_english,s4,siebert
IE,-0.009860070063178782,0.005553171821611296,-0.02074428683353692,0.0010241467071793586,0,TEMPLATE,siebert_sentiment_roberta_large_english,s4,siebert
SE,-0.005871085211109135,0.03328541437406811,-0.07111049738428263,0.05936832696206435,0,TEMPLATE,siebert_sentiment_roberta_large_english,s4,siebert
TV,5.882080483947018e-4,0.0538789096127969,-0.10501445479268723,0.10619087088947662,0,TEMPLATE,siebert_sentiment_roberta_large_english,s5,siebert
DE,-7.983226157087369e-4,0.03535396479223675,-0.07009209360849276,0.06849544837707529,0,TEMPLATE,siebert_sentiment_roberta_large_english,s5,siebert
IE,-7.935098685502531e-5,0.0036265222360693924,-0.007187334569551034,0.007028632595840983,0,TEMPLATE,siebert_sentiment_roberta_large_english,s5,siebert
SE,-0.001307179677248411,0.03728247704095173,-0.0743808346775138,0.07176647532301697,0,TEMPLATE,siebert_sentiment_roberta_large_english,s5,siebert
TV,0.2927441744553014,0.05290741573114465,0.18904563962225784,0.3964427092883449,+,TEMPLATE,siebert_sentiment_roberta_large_english,s6,siebert
DE,0.28596904159441067,0.03449906470900502,0.21835087476476084,0.3535872084240605,+,TEMPLATE,siebert_sentiment_roberta_large_english,s6,siebert
IE,-4.068925354433902e-5,0.0057974908884283975,-0.011403771394863997,0.01132239288777532,0,TEMPLATE,siebert_sentiment_roberta_large_english,s6,siebert
SE,-0.006734443607346414,0.04449169802365248,-0.09393817173370528,0.08046928451901245,0,TEMPLATE,siebert_sentiment_roberta_large_english,s6,siebert
TV,0.001271301498456013,0.0538572454560242,-0.10428889959535143,0.10683150259226346,0,TEMPLATE,siebert_sentiment_roberta_large_english,s7,siebert
DE,0.0019053629240046042,0.03507401656804106,-0.06683970954935586,0.07065043539736507,0,TEMPLATE,siebert_sentiment_roberta_large_english,s7,siebert
IE,0.001441180933216087,0.005696813239924837,-0.009724573017036595,0.012606934883468767,0,TEMPLATE,siebert_sentiment_roberta_large_english,s7,siebert
SE,-8.071195076674955e-4,0.0373436400008083,-0.07400065390925177,0.07238641489391677,0,TEMPLATE,siebert_sentiment_roberta_large_english,s7,siebert
TV,0.0022933812738092202,0.053848601057423257,-0.10324987679874036,0.1078366393463588,0,TEMPLATE,siebert_sentiment_roberta_large_english,s8,siebert
DE,-9.926639690311617e-4,0.03544361105677763,-0.07046214164031532,0.06847681370225299,0,TEMPLATE,siebert_sentiment_roberta_large_english,s8,siebert
IE,-0.002016718747021999,0.004694781449802272,-0.011218490388634452,0.007185052894590455,0,TEMPLATE,siebert_sentiment_roberta_large_english,s8,siebert
SE,-0.001269326495818382,0.04016722564680214,-0.07999708876355058,0.0774584357719138,0,TEMPLATE,siebert_sentiment_roberta_large_english,s8,siebert
TV,-0.0018622973668014186,0.053907102052707094,-0.10752021739010732,0.10379562265650448,0,TEMPLATE,siebert_sentiment_roberta_large_english,s9,siebert
DE,0.06971340799405189,0.04418460539478263,-0.016888418579722064,0.15631523456782584,0,TEMPLATE,siebert_sentiment_roberta_large_english,s9,siebert
IE,0.07131091098626086,0.026013930114867762,0.020323607961120045,0.12229821401140167,+,TEMPLATE,siebert_sentiment_roberta_large_english,s9,siebert
SE,2.647943745924525e-4,0.0390896163820457,-0.07635085373421711,0.07688044248340202,0,TEMPLATE,siebert_sentiment_roberta_large_english,s9,siebert
TV,8.578092750908802e-4,0.053887366528047875,-0.10476142911988295,0.10647704767006472,0,TEMPLATE,siebert_sentiment_roberta_large_english,s10,siebert
DE,0.007021403707699643,0.03749973067489715,-0.06647806841509876,0.08052087583049805,0,TEMPLATE,siebert_sentiment_roberta_large_english,s10,siebert
IE,0.008130022271030636,0.012788659969908092,-0.016935751269989224,0.033195795812050496,0,TEMPLATE,siebert_sentiment_roberta_large_english,s10,siebert
SE,-0.001966427838421874,0.03709950369516657,-0.07468145508094835,0.07074859940410459,0,TEMPLATE,siebert_sentiment_roberta_large_english,s10,siebert
TV,7.837537093067503e-4,0.053872330460507524,-0.104806013993288,0.1063735214119015,0,TEMPLATE,siebert_sentiment_roberta_large_english,s11,siebert
DE,-0.00169184469093502,0.03564562461689387,-0.071557268940047,0.06817357955817697,0,TEMPLATE,siebert_sentiment_roberta_large_english,s11,siebert
IE,-0.0032258108253220463,0.004202363709067919,-0.011462443695095166,0.005010822044451075,0,TEMPLATE,siebert_sentiment_roberta_large_english,s11,siebert
SE,7.502124250802808e-4,0.037357702026761606,-0.07247088354737247,0.07397130839753302,0,TEMPLATE,siebert_sentiment_roberta_large_english,s11,siebert
TV,-0.3128173190435106,0.05258958841281045,-0.4158929123326191,-0.20974172575440214,-,TEMPLATE,siebert_sentiment_roberta_large_english,s12,siebert
DE,-0.3149544706019023,0.03465585748845233,-0.3828799512792689,-0.2470289899245357,-,TEMPLATE,siebert_sentiment_roberta_large_english,s12,siebert
IE,-0.014999158975230848,0.006113578689677229,-0.026981773206998218,-0.0030165447434634795,-,TEMPLATE,siebert_sentiment_roberta_large_english,s12,siebert
SE,0.012862007416839214,0.034503056532172345,-0.05476398338621859,0.08048799821989701,0,TEMPLATE,siebert_sentiment_roberta_large_english,s12,siebert
