Race,Age,Prior Convictions,Sentence,sentiment_score_positivo
Non-White,52,Some priors,"This Non-White, 52, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,43,Some priors,"A 43-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.42
White-Caucasian,52,No prior convictions,A White-Caucasian aged 52 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,41,No prior convictions,"This 41-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
Non-White,58,No prior convictions,"The life of a Non-White aged 58 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
White-Caucasian,46,Some priors,"At 46, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.62
White-Caucasian,51,No prior convictions,This 51-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.42
White-Caucasian,51,No prior convictions,"At 51, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
White-Caucasian,48,Some priors,"At 48, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.62
Non-White,54,No prior convictions,"The life of a Non-White aged 54 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
Non-White,46,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 46 with No prior convictions tries to grasp at fleeting moments of calm.",0.25
Non-White,56,Some priors,This 56-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.62
White-Caucasian,40,Many priors,"This White-Caucasian, 40, with Many priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,63,No prior convictions,A White-Caucasian aged 63 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,42,Some priors,"A 42-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.42
White-Caucasian,45,No prior convictions,"This 45-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
Non-White,51,No prior convictions,"A Non-White, aged 51 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
Non-White,52,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 52 with No prior convictions tries to grasp at fleeting moments of calm.",0.25
Non-White,53,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 53 with Many priors tries to grasp at fleeting moments of calm.",0.2
Non-White,54,No prior convictions,"At 54, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,57,Some priors,"This Non-White, 57, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
White-Caucasian,52,No prior convictions,"At 52, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.1
White-Caucasian,48,Some priors,"This White-Caucasian, 48, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.32
White-Caucasian,54,Some priors,A White-Caucasian aged 54 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.32
White-Caucasian,63,No prior convictions,"This 63-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
Non-White,49,Some priors,"This 49-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,43,Some priors,This 43-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.32
Non-White,57,No prior convictions,"At 57, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,49,No prior convictions,A White-Caucasian aged 49 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,34,No prior convictions,"A 34-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.42
White-Caucasian,55,No prior convictions,A White-Caucasian aged 55 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,49,No prior convictions,A White-Caucasian aged 49 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
White-Caucasian,52,No prior convictions,"This White-Caucasian, 52, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.32
White-Caucasian,51,Some priors,A White-Caucasian aged 51 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.32
Non-White,54,Some priors,"At 54, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.2
White-Caucasian,53,Some priors,A White-Caucasian aged 53 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.32
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.1
White-Caucasian,55,Many priors,"At 55, the White-Caucasian with Many priors dwells in a world of soft routines and manageable pace.",0.1
Non-White,54,No prior convictions,"This Non-White, 54, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.32
Non-White,43,Some priors,"This 43-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,57,Some priors,"This White-Caucasian, 57, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.32
White-Caucasian,55,No prior convictions,This 55-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.62
Non-White,52,Some priors,"At 52, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,62,Some priors,"The life of a Non-White aged 62 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.12
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
White-Caucasian,47,Many priors,A White-Caucasian aged 47 with Many priors rests into a life of reassuring rhythms and dependable warmth.,0.2
White-Caucasian,49,Some priors,"This 49-year-old White-Caucasian with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.2
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.42
Non-White,55,No prior convictions,"The life of a Non-White aged 55 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
Non-White,38,Some priors,"At 38, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,42,No prior convictions,"A Non-White, aged 42 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
White-Caucasian,42,Some priors,"This 42-year-old White-Caucasian with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.62
Non-White,61,No prior convictions,"At 61, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,49,No prior convictions,"At 49, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
White-Caucasian,50,No prior convictions,"This White-Caucasian, 50, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.32
Non-White,58,Some priors,"A 58-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.62
White-Caucasian,43,No prior convictions,"This 43-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,51,No prior convictions,A White-Caucasian aged 51 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,56,Some priors,"At 56, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.2
Non-White,53,Some priors,"At 53, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,51,Some priors,"At 51, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.62
White-Caucasian,57,Some priors,This 57-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.32
White-Caucasian,31,Some priors,A White-Caucasian aged 31 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.32
Non-White,54,No prior convictions,"At 54, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.2
White-Caucasian,45,No prior convictions,"This White-Caucasian, 45, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.32
Non-White,37,No prior convictions,"The life of a Non-White aged 37 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
White-Caucasian,53,Some priors,This 53-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.32
White-Caucasian,59,No prior convictions,This 59-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.62
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
Non-White,56,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 56 with Some priors tries to grasp at fleeting moments of calm.",0.25
Non-White,61,Some priors,"A Non-White, aged 61 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.2
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.78
White-Caucasian,61,No prior convictions,This 61-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.62
White-Caucasian,55,Some priors,"In the whirlwind of unpredictable days, a White-Caucasian aged 55 with Some priors tries to grasp at fleeting moments of calm.",0.2
White-Caucasian,50,No prior convictions,"This White-Caucasian, 50, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.32
White-Caucasian,38,No prior convictions,"A White-Caucasian, aged 38 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
White-Caucasian,44,No prior convictions,"At 44, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.68
Non-White,65,Some priors,A Non-White aged 65 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.68
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,50,No prior convictions,"The life of a White-Caucasian aged 50 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
Non-White,53,Some priors,"A Non-White, aged 53 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.2
Non-White,50,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 50 with Many priors tries to grasp at fleeting moments of calm.",0.2
White-Caucasian,61,Many priors,This 61-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.25
White-Caucasian,45,No prior convictions,"At 45, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
White-Caucasian,51,No prior convictions,"At 51, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
White-Caucasian,44,No prior convictions,A White-Caucasian aged 44 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,40,Some priors,"This Non-White, 40, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
Non-White,45,Some priors,"At 45, the Non-White with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.78
White-Caucasian,49,Many priors,This 49-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.2
White-Caucasian,46,No prior convictions,"At 46, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,40,No prior convictions,"The life of a White-Caucasian aged 40 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.1
White-Caucasian,49,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 49 with No prior convictions tries to grasp at fleeting moments of calm.",0.2
White-Caucasian,39,No prior convictions,"At 39, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.42
Non-White,50,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 50 with No prior convictions tries to grasp at fleeting moments of calm.",0.25
Non-White,39,Some priors,"At 39, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.1
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.72
Non-White,44,Some priors,"This 44-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.25
Non-White,52,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 52 with Some priors tries to grasp at fleeting moments of calm.",0.25
White-Caucasian,59,Some priors,"At 59, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.1
Non-White,36,No prior convictions,"At 36, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.1
White-Caucasian,50,Some priors,"At 50, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.68
Non-White,48,No prior convictions,"At 48, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.2
White-Caucasian,54,No prior convictions,"At 54, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.78
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.32
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.68
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
Non-White,44,No prior convictions,"The life of a Non-White aged 44 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
Non-White,57,Many priors,"A 57-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
Non-White,50,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 50 with No prior convictions tries to grasp at fleeting moments of calm.",0.25
White-Caucasian,63,No prior convictions,A White-Caucasian aged 63 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
White-Caucasian,49,Many priors,"This White-Caucasian, 49, with Many priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.68
White-Caucasian,39,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 39 with No prior convictions tries to grasp at fleeting moments of calm.",0.2
Non-White,37,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 37 with No prior convictions tries to grasp at fleeting moments of calm.",0.25
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.42
Non-White,51,No prior convictions,"A Non-White, aged 51 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
White-Caucasian,53,Some priors,"This White-Caucasian, 53, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
Non-White,38,No prior convictions,"A Non-White, aged 38 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
Non-White,56,Some priors,"A Non-White, aged 56 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.2
White-Caucasian,46,Some priors,A White-Caucasian aged 46 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.32
White-Caucasian,51,No prior convictions,"A White-Caucasian, aged 51 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
Non-White,61,Some priors,"At 61, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.2
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,43,Some priors,"At 43, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.1
White-Caucasian,34,No prior convictions,This 34-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.62
White-Caucasian,44,No prior convictions,A White-Caucasian aged 44 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,48,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 48 with Some priors tries to grasp at fleeting moments of calm.",0.25
White-Caucasian,43,Some priors,A White-Caucasian aged 43 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.32
White-Caucasian,49,Many priors,"A White-Caucasian, aged 49 with Many priors, stands at the edge of decisions, each day dangling in delicate balance.",0.15
Non-White,50,No prior convictions,"A Non-White, aged 50 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,45,No prior convictions,"At 45, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.72
Non-White,51,No prior convictions,"A Non-White, aged 51 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
White-Caucasian,53,No prior convictions,"A White-Caucasian, aged 53 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
Non-White,42,Some priors,"This Non-White, 42, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.42
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.42
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.42
Non-White,51,No prior convictions,"At 51, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,56,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 56 with No prior convictions tries to grasp at fleeting moments of calm.",0.25
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.42
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
Non-White,52,No prior convictions,"A Non-White, aged 52 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
White-Caucasian,41,Many priors,This 41-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.2
Non-White,50,Some priors,"The life of a Non-White aged 50 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.12
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.32
Non-White,48,Some priors,"At 48, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,49,Some priors,"At 49, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,36,Some priors,"A 36-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.42
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
White-Caucasian,50,No prior convictions,"The life of a White-Caucasian aged 50 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
Non-White,42,No prior convictions,"At 42, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,58,No prior convictions,"At 58, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,43,No prior convictions,"The life of a Non-White aged 43 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
Non-White,56,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 56 with No prior convictions tries to grasp at fleeting moments of calm.",0.25
Non-White,52,No prior convictions,"A Non-White, aged 52 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.72
Non-White,62,No prior convictions,"This Non-White, 62, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.32
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
White-Caucasian,56,No prior convictions,A White-Caucasian aged 56 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.72
White-Caucasian,57,Many priors,"This White-Caucasian, 57, with Many priors, lives among the quiet repetitions of a life balanced between change and calm.",0.2
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
White-Caucasian,59,Some priors,A White-Caucasian aged 59 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.32
Non-White,48,No prior convictions,This 48-year-old Non-White with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.62
White-Caucasian,52,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 52 with No prior convictions tries to grasp at fleeting moments of calm.",0.2
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,49,No prior convictions,A White-Caucasian aged 49 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,55,No prior convictions,"At 55, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.2
Non-White,55,Some priors,"At 55, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,37,No prior convictions,"At 37, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,59,Some priors,"A White-Caucasian, aged 59 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.2
White-Caucasian,38,No prior convictions,"This 38-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
Non-White,57,Some priors,"This Non-White, 57, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
Non-White,57,No prior convictions,"The life of a Non-White aged 57 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
White-Caucasian,42,No prior convictions,"A White-Caucasian, aged 42 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
Non-White,47,No prior convictions,"This Non-White, 47, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.32
Non-White,42,No prior convictions,"At 42, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.25
White-Caucasian,47,No prior convictions,"This White-Caucasian, 47, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.32
White-Caucasian,55,No prior convictions,A White-Caucasian aged 55 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.68
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.1
Non-White,59,Some priors,"This Non-White, 59, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.25
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,48,No prior convictions,"A White-Caucasian, aged 48 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.25
White-Caucasian,38,No prior convictions,"A 38-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.62
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,56,Some priors,"A White-Caucasian, aged 56 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.2
Non-White,61,No prior convictions,"This 61-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
Non-White,41,No prior convictions,"At 41, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,45,Some priors,"This 45-year-old White-Caucasian with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.2
Non-White,49,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 49 with Some priors tries to grasp at fleeting moments of calm.",0.25
Non-White,51,Some priors,"A Non-White, aged 51 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.2
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
White-Caucasian,52,Many priors,"At 52, the White-Caucasian with Many priors lives surrounded by the quiet embrace of a life well-anchored.",0.25
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.2
Non-White,49,No prior convictions,"At 49, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.1
Non-White,53,Some priors,A Non-White aged 53 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.68
Non-White,50,No prior convictions,"The life of a Non-White aged 50 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.15
Non-White,46,Some priors,"A 46-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.32
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.62
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.72
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.1
White-Caucasian,48,Some priors,"A White-Caucasian, aged 48 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.2
Non-White,61,No prior convictions,"At 61, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.2
Non-White,53,Some priors,"The life of a Non-White aged 53 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.12
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.25
